881261,ЦСКА,6,1,1,0,0,2,6,29,31,35,6,34,27,65.23,67.88,14:18,18:35,Металлург Мг,2
881266,ХК Сочи,0,0,0,0,0,2,2,22,36,4,4,31,29,68.92,68.77,15:24,15:40,Сибирь,2
881265,Спартак,3,0,2,0,0,5,5,28,32,10,10,29,30,69.03,67.48,17:3,17:8,Амур,2
881264,Куньлунь РС,3,3,1,0,0,5,7,40,17,16,12,22,30,60.19,66.73,12:16,20:22,Адмирал,1
881263,Трактор,2,1,2,0,0,2,3,24,20,6,4,30,18,69.34,68.03,19:51,16:0,Северсталь,4
881262,Автомобилист,4,1,1,1,0,4,3,35,25,6,8,26,20,69.85,69.48,16:20,17:19,Локомотив,2
881272,Динамо Мн,3,0,1,0,0,5,3,30,41,8,12,31,25,72.71,71.37,20:54,15:22,Барыс,3
881271,ЦСКА,5,2,1,0,0,7,2,42,27,6,16,37,23,68.77,66.48,21:28,12:33,Нефтехимик,4
881270,СКА,3,1,0,0,0,5,5,35,21,16,16,40,28,68.21,68.60,15:44,20:27,Салават Юлаев,2
881269,Динамо М,2,0,0,0,0,4,2,25,23,4,8,25,24,70.01,69.20,14:20,17:26,Ак Барс,0
881268,Витязь,3,0,1,0,0,0,3,25,23,8,2,22,39,66.53,68.16,15:18,20:6,Авангард,2
881267,Торпедо,4,2,1,1,0,4,5,26,37,10,8,32,57,72.67,67.97,18:34,15:16,Металлург Мг,5
881277,ХК Сочи,1,0,2,0,0,7,5,25,41,10,14,28,29,65.09,61.13,19:23,13:24,Адмирал,4
881276,Спартак,1,0,0,0,0,3,5,35,29,12,8,22,31,67.79,70.24,13:33,20:33,Сибирь,0
881275,Куньлунь РС,0,0,0,0,0,3,6,34,29,12,6,33,23,68.69,66.63,16:37,17:1,Амур,2
881274,Трактор,0,0,2,0,0,4,2,17,19,4,8,24,26,70.20,66.93,20:8,14:5,Локомотив,4
881273,Автомобилист,4,2,2,0,1,6,5,37,22,12,12,29,27,66.25,66.91,16:55,18:34,Северсталь,3
881282,Динамо Мн,6,3,2,0,0,5,3,27,38,6,10,40,31,69.43,68.06,16:40,17:10,Авангард,3
881281,ЦСКА,1,1,0,0,0,3,2,28,30,4,6,31,30,67.46,68.28,13:36,18:23,Ак Барс,5
881280,СКА,3,1,0,0,0,3,1,40,25,2,6,36,19,68.06,66.69,18:20,12:39,Барыс,1
881279,Динамо М,6,0,1,0,0,5,4,43,22,10,10,35,25,68.17,66.70,17:41,14:2,Нефтехимик,1
881278,Витязь,3,1,0,0,0,1,3,31,27,6,2,12,39,66.00,69.46,12:55,19:55,Салават Юлаев,2
881287,Спартак,2,2,1,0,0,3,3,34,26,6,6,34,32,65.82,64.86,16:50,15:59,Адмирал,1
881286,Торпедо,6,1,0,0,0,4,4,31,24,8,8,39,23,74.02,70.29,19:22,13:28,Амур,1
881285,Куньлунь РС,1,1,0,0,1,6,3,28,29,37,41,17,31,73.87,70.98,20:46,18:56,Сибирь,1
881284,Трактор,4,1,1,0,0,3,2,24,24,6,8,28,21,73.18,71.33,18:55,15:56,Автомобилист,3
881283,Металлург Мг,3,1,2,0,0,2,4,27,19,8,4,24,37,65.99,71.41,12:45,25:37,Северсталь,4
881292,Динамо Мн,2,2,3,0,1,6,7,39,21,41,16,29,28,64.11,67.38,14:16,20:52,Салават Юлаев,4
881291,ХК Сочи,2,0,0,0,0,3,2,33,32,4,6,39,37,68.65,66.74,16:59,13:46,Динамо М,4
881290,СКА,4,2,0,0,0,6,7,38,27,14,15,24,34,63.23,62.91,17:4,16:35,Авангард,1
881289,Витязь,5,3,0,0,0,4,9,34,32,22,14,35,34,62.54,66.89,13:9,20:43,Барыс,0
881288,Локомотив,4,1,0,0,0,4,6,31,19,12,8,36,34,67.12,67.97,19:54,15:6,Нефтехимик,3
881295,Торпедо,7,4,0,0,0,14,5,24,41,10,28,41,25,73.61,63.27,21:44,12:35,Автомобилист,3
881294,Ак Барс,2,0,1,0,0,3,6,34,22,12,6,27,35,70.29,67.35,21:56,15:38,Адмирал,1
881293,Металлург Мг,4,1,1,0,0,1,2,32,35,4,2,30,35,69.30,71.45,16:51,18:13,Амур,5
881301,ХК Сочи,6,1,0,0,0,2,2,23,42,4,4,29,39,65.69,69.91,13:49,18:17,Барыс,3
881300,СКА,4,1,0,0,0,6,3,31,30,8,14,26,21,66.93,65.74,19:4,13:36,Динамо М,1
881299,Витязь,4,2,1,0,0,5,6,23,34,12,10,22,30,66.97,65.88,17:15,18:57,Локомотив,3
881298,Северсталь,4,1,0,0,0,6,3,25,38,6,12,29,23,64.94,64.19,19:27,14:54,ЦСКА,1
881297,Салават Юлаев,3,1,0,0,0,8,1,31,26,2,16,37,17,68.13,62.94,22:36,13:18,Трактор,2
881296,Сибирь,4,4,0,0,0,7,3,37,23,8,35,43,31,68.56,65.18,22:57,12:9,Куньлунь РС,0
881303,Нефтехимик,1,1,1,0,0,6,3,43,29,10,16,35,32,68.14,66.02,16:40,17:0,Динамо Мн,5
881302,Металлург Мг,2,0,0,0,0,1,1,30,22,2,2,28,22,72.54,74.10,17:3,18:49,Спартак,1
881307,Локомотив,2,0,1,0,0,2,2,40,12,4,4,32,22,71.24,69.18,18:42,12:26,ЦСКА,3
881306,Автомобилист,4,2,1,0,0,5,2,28,26,4,10,33,34,67.15,67.15,18:8,16:1,Авангард,2
881305,Сибирь,2,0,0,0,0,3,4,20,37,8,6,32,25,69.42,68.26,18:49,21:21,Трактор,2
881304,Адмирал,3,1,0,0,0,4,3,24,22,13,15,28,23,65.51,68.52,15:27,16:17,Куньлунь РС,1
881312,Витязь,0,0,1,0,0,3,3,23,30,16,6,17,27,67.24,65.83,16:56,14:57,Динамо М,2
881311,Северсталь,1,0,1,0,1,5,2,23,33,6,12,22,24,66.79,63.10,21:28,13:46,СКА,4
881310,Нефтехимик,2,1,0,0,0,4,3,31,24,8,10,42,22,68.00,69.77,16:41,15:39,Торпедо,3
881309,Ак Барс,2,0,0,0,1,6,2,26,22,4,12,27,31,70.60,66.44,20:30,12:34,Динамо Мн,3
